,Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No),DOI,Final_Fibroin/Fibrinogen_Conc_(%w/v),Final_Chitosan_Conc_(%w/v),Final_CS-AEMA_Conc_(%w/v),Final_TCP_Conc_(%w/v),Final_PEGTA_Conc_(%w/v),Final_PEGMA_Conc_(%w/v),Final_PEGDA_Conc_(%w/v),Final_Agarose_Conc_(%w/v),Fiber_Diameter_(µm),Fiber_Spacing_(µm),Matrigel_Used?,Primary/Not_Primary,Viability_at_time_of_observation_(%),Acceptable_Viability_(Yes/No),Acceptable_Pressure_(Yes/No)
426,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,82.0,Y,Y
427,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,450.0,0.0,0,0,,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,79.0,N,N
428,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,2.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,84.0,Y,Y
429,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,450.0,0.0,0,0,,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,2.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,80.0,Y,Y
430,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,3.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,85.0,Y,Y
431,Chang et al. 2008 (a),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,9.65266,,,,0,250.0,,1000000.0,22.0,22.0,3.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2007.0392,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,82.0,Y,Y
432,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,43.6,N,N
433,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,250.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,54.2,N,N
434,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,400.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,53.6,N,N
435,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,46.0,N,N
436,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,250.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,54.0,N,N
437,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,400.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,57.2,N,N
438,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,66.2,N,N
439,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,250.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,81.2,Y,Y
440,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,400.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,85.0,Y,Y
441,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,34.4738,,,,0,150.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,67.2,N,N
442,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,68.9476,,,,0,150.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,67.4,N,N
443,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,137.895,,,,0,150.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,51.6,N,N
444,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,42.8,N,N
445,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,34.4738,,,,0,150.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,65.2,N,N
446,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,68.9476,,,,0,150.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,66.6,N,N
447,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,137.895,,,,0,150.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,59.0,N,N
448,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,0.25,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,44.8,N,N
449,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,34.4738,,,,0,150.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,75.8,N,N
450,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,68.9476,,,,0,150.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,68.0,N,N
451,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,137.895,,,,0,150.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,65.8,N,N
452,Chang et al. 2008 (b),3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,300.0,0,275.79,,,,0,150.0,,1000000.0,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.a.2007.0004,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Not_Primary,64.6,N,N
453,Dai et al. 2016,1.0,10.0,0.0,0.0,0,0,,0,,,0,0.0,,,0.0,0.0,0,0,,0,,,,,0,260.0,,2000000.0,25.0,4.0,0.0,,,Y,N,N,N,N,N,N,,,10.1088/1758-5090/8/4/045005,1.0,0,0,0.0,0,0.0,0,0.0,277.7372,295.5958,N,Not_Primary,86.92,Y,Y
454,Duin et al. 2019,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,0.0,0.0,0,70,600.0,0,45.0,,,10.0,0,840.0,,,22.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1002/adhm.201801631,0.0,0,0,0.0,0,0.0,0,0.0,763.25,1449.67,N,Primary,74.26,N,N
455,Duin et al. 2019,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,0.0,0.0,0,70,600.0,0,45.0,,,10.0,0,840.0,,,22.0,22.0,4.0,,,Y,N,N,N,N,N,N,C,,10.1002/adhm.201801631,0.0,0,0,0.0,0,0.0,0,0.0,763.25,1449.67,N,Primary,76.17,N,N
456,Duin et al. 2019,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,9.0,,,0.0,0.0,0,70,600.0,0,45.0,,,10.0,0,840.0,,,22.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1002/adhm.201801631,0.0,0,0,0.0,0,0.0,0,0.0,763.25,1449.67,N,Primary,82.98,Y,Y
457,Emmermacher et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,3.0,,,0.0,0.0,0,0,0.0,0,150.0,,,,0,840.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/ab7553,0.0,0,0,0.0,0,0.0,0,1.0,,,N,Not_Primary,60.38,N,N
458,Emmermacher et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,3.0,,,0.0,0.0,0,0,0.0,0,300.0,,,,0,840.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/ab7553,0.0,0,0,0.0,0,0.0,0,1.0,,,N,Not_Primary,60.38,N,N
459,Emmermacher et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,3.0,,,0.0,0.0,0,0,0.0,0,150.0,,,,0,250.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/ab7553,0.0,0,0,0.0,0,0.0,0,1.0,,,N,Not_Primary,49.43,N,N
460,Emmermacher et al. 2020,3.0,0.0,0.0,0.0,0,0,,0,0.0,,0,3.0,,,0.0,0.0,0,0,0.0,0,300.0,,,,0,250.0,,10000000.0,22.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1088/1758-5090/ab7553,0.0,0,0,0.0,0,0.0,0,1.0,,,N,Not_Primary,44.91,N,N
461,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,50.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,91.57,Y,Y
462,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,70.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,91.05,Y,Y
463,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,100.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,79.69,N,N
464,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,140.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,73.84,N,N
465,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,50.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,71.6,N,N
466,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,70.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,79.35,N,N
467,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,100.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,71.43,N,N
468,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,140.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,60.93,N,N
469,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,60.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,86.93,Y,Y
470,Faulkner-Jones et al. 2015,1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,60.0,0.0,55,0,120.0,0,60.0,,,,0,101.6,,1000000.0,22.0,22.0,0.0208,,,Y,N,N,N,N,N,N,S,,10.1088/1758-5090/7/4/044102,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,62.75,N,N
471,"Freeman and Kelly, 2017",3.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,8.0,0,250.0,,20000000.0,22.0,22.0,1.0,,,Y,N,Y,N,N,N,N,C,,10.1038/s41598-017-17286-1,0.0,0,0,0.0,0,0.0,0,0.0,,4000.0,N,Primary,85.02,Y,Y
472,"Freeman and Kelly, 2017",3.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,0.0,0,,,,8.0,0,250.0,,20000000.0,22.0,22.0,1.0,,,Y,N,Y,N,N,N,N,C,,10.1038/s41598-017-17286-1,0.0,0,0,0.0,0,0.0,0,0.0,,4000.0,N,Primary,87.025,Y,Y
473,Giuseppe et al. 2018,5.0,6.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,480.0,0,103.0,,,,0,230.0,,,37.0,22.0,0.042,,,Y,N,N,N,N,N,N,,,10.1016/j.jmbbm.2017.12.018,0.0,0,0,0.0,0,0.0,0,0.0,350,2000.0,N,Primary,95.7,Y,Y
474,Giuseppe et al. 2018,5.0,8.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,480.0,0,172.0,,,,0,230.0,,,37.0,22.0,0.042,,,Y,N,N,N,N,N,N,,,10.1016/j.jmbbm.2017.12.018,0.0,0,0,0.0,0,0.0,0,0.0,370,2000.0,N,Primary,89.0,Y,Y
475,Giuseppe et al. 2018,7.0,8.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,480.0,0,193.0,,,,0,230.0,,,37.0,22.0,0.042,,,Y,N,N,N,N,N,N,,,10.1016/j.jmbbm.2017.12.018,0.0,0,0,0.0,0,0.0,0,0.0,310,2000.0,N,Primary,92.3,Y,Y
476,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,83.39,Y,Y
477,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,84.17,Y,Y
478,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,3.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,84.8,Y,Y
479,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,86.83,Y,Y
480,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,14.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,90.75,Y,Y
481,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,0.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,84.33,Y,Y
482,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,1.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,78.68,N,N
483,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,3.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,79.15,N,N
484,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,7.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,76.0,N,N
485,Izadifar et al. 2016,2.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,10.0,,,25.0,0,200.0,,5680000.0,10.0,22.0,14.0,,,Y,N,N,N,N,N,N,C,,10.1089/ten.tec.2015.0307,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,85.0,Y,Y
486,"Khalil and Sun, 2009",1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,55.16,,,10.5,0,250.0,,500000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1115/1.3128729,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Not_Primary,76.5,N,N
487,"Khalil and Sun, 2009",1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,110.32,,,10.5,0,250.0,,500000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1115/1.3128729,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Not_Primary,75.67,N,N
488,"Khalil and Sun, 2009",1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,165.47,,,10.5,0,250.0,,500000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1115/1.3128729,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Not_Primary,84.74,Y,Y
489,"Khalil and Sun, 2009",1.5,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,,0,220.63,,,10.5,0,250.0,,500000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1115/1.3128729,0.0,0,0,0.0,0,0.0,0,0.0,,1000.0,N,Not_Primary,84.43,Y,Y
490,Kundu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,145.0,0,0,600.0,0,9.0,,,6.67,0,250.0,,1000000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1002/term.1682,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,96.0,Y,Y
491,Kundu et al. 2013,6.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,145.0,0,0,600.0,0,25.0,,,6.67,0,250.0,,1000000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1002/term.1682,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,96.0,Y,Y
492,Kundu et al. 2013,4.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,145.0,0,0,600.0,0,9.0,,,6.67,0,250.0,,1000000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1002/term.1682,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,85.0,Y,Y
493,Kundu et al. 2013,6.0,0.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,100.0,145.0,0,0,600.0,0,25.0,,,6.67,0,250.0,,1000000.0,22.0,22.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1002/term.1682,0.0,0,0,0.0,0,0.0,0,0.0,,,N,Primary,85.0,Y,Y
494,Othman et al. 2020,10.0,50.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,1200.0,0,,50.0,0.0167,,0,1000.0,,,22.0,22.0,15.0,,,N,Y,N,Y,N,N,N,C,,10.1007/s00289-020-03421-y,0.0,0,0,0.0,0,0.0,0,0.0,1500,,N,Not_Primary,95.25,Y,Y
495,Ouyang et al. 2015,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,,,0,250.0,,2000000.0,4.0,4.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/7/4/044101,0.0,0,0,0.0,0,0.0,0,0.0,415,754.0,N,Not_Primary,54.94,N,N
496,Ouyang et al. 2015,1.0,10.0,0.0,0.0,0,0,,0,0.0,,0,0.0,,,0.0,0.0,0,0,180.0,0,,,,,0,250.0,,2000000.0,25.0,10.0,0.0,,,N,N,N,Y,N,N,N,S,,10.1088/1758-5090/7/4/044101,0.0,0,0,0.0,0,0.0,0,0.0,415,754.0,N,Not_Primary,92.25,Y,Y
